title,year,budget,length,rating,votes
Love Stinks,1999,4000000,94,5,1240
Love Story,1970,2200000,99,6,2671
Lover Girl,1997,1000000,87,5,95
Lucky Break,2001,6000000,107,6,660
Lucky Lady,1975,13000000,118,4,216
Lucky Numbers,2000,65000000,105,4,2261
Luminarias,2000,1000000,100,2,372
Lurking Fear,1994,1000000,76,4,116
Macabre,1958,150000,72,5,55
Macon County Line,1974,225000,89,6,121
Mad City,1997,50000000,114,6,3700
Mad Dogs,2002,1400000,91,4,8
Mad Love,1935,257502,68,7,304
Mad Max,1979,350000,93,6,10861
Madadayo,1993,11900000,134,7,504
Madam Satan,1930,980000,105,5,99
Made,2001,5000000,94,6,4240
Madness and Genius,2003,19000,103,6,18
Magnolia,1999,37000000,188,8,43326
Maid in Manhattan,2002,55000000,105,4,11263
Major Dundee,1965,3800000,123,6,426
Major League,1989,11000000,107,6,7610
Mala Noche,1985,25000,78,7,73
Mala racha,2001,70000,65,8,6
Malcolm X,1992,34000000,202,7,6352
Male Order,2001,10000,23,8,6
Malibu Express,1985,500000,105,3,142
Mallrats,1995,6100000,94,7,21716
Mame,1974,12000000,132,4,498
Man of Conquest,1939,1000000,105,6,26
Man of La Mancha,1972,12000000,132,5,496
Man on Fire,2004,70000000,146,7,10553
Man on the Moon,1999,52000000,118,7,18688
Manhattan Baby,1982,300000,89,3,178
Manhattan Murder Mystery,1993,13500000,104,7,4807
Manhunter,1986,15000000,119,7,6854
Maniac,1934,5000,51,3,152
Maniac,1980,350000,87,5,680
Maniac Cop,1988,1100000,85,5,646
Manito,2002,24000,78,7,134
Mantis in Lace,1968,35000,68,3,48
March or Die,1977,9000000,104,5,306
Maria Chapdelaine,1983,4600000,107,6,39
Marie Antoinette,1938,1800000,149,7,228
Mark of Cain,1985,1000000,90,4,12
Mark of the Vampire,1935,305177,60,6,342
Marnie,1964,3000000,130,7,4095
Marooned,1969,8000000,134,5,550
Mars,1998,4500000,91,3,144
Mars,2004,2000000,100,5,6
Martin,1977,800000,95,6,753
Marty,1955,343000,94,7,1964
Mary Reilly,1996,47000000,108,5,2653
MASH,1970,3500000,116,7,14248
Masters of the Universe,1987,17000000,106,4,3098
Matewan,1987,4000000,132,7,1797
Matilda,1996,36000000,98,6,4064
Maurice,1987,2600000,140,7,2123
Maximum Overdrive,1986,10000000,97,4,2879
May,2002,1700000,93,6,2934
Mean Creek,2004,500000,87,7,982
Mean Girls,2004,17000000,97,6,9841
Mean People Suck,2003,10000,8,4,45
Mean Streets,1973,150000,110,7,7361
Medicine Man,1992,40000000,106,5,3989
Medium Cool,1969,800000,110,7,456
Meet Joe Black,1998,90000000,178,6,15661
Meet the Applegates,1991,1000,90,5,444
Meet the Deedles,1998,24000000,93,3,421
Meet the Feebles,1989,750000,94,6,3578
Meet the Fockers,2004,80000000,115,6,5909
Meet the Hollowheads,1989,4800000,86,4,66
Meet the Parents,2000,55000000,108,7,28302
Megaforce,1982,20000000,99,2,537
Memento,2000,5000000,113,8,84741
Memoirs of an Invisible Man,1992,40000000,99,5,2854
Men in Black,1997,90000000,98,6,50949
Men in Black II,2002,140000000,88,5,20019
Men in Love,1989,350000,85,2,20
Men of Action,2003,30000,15,8,13
Men of Honor,2000,32000000,129,6,9076
Men of War,1994,12000000,103,4,351
Men with Brooms,2002,7500000,102,5,1033
Menace II Society,1993,3500000,97,7,4403
Meng long guojiang,1972,130000,100,6,1612
Mercury Rising,1998,60000000,108,5,7838
Mercy Streets,2000,600000,106,4,145
Mesmerized,1986,5654930,94,4,133
Message in a Bottle,1999,30000000,126,5,5269
Meteor,1979,16000000,107,4,1048
Metoroporisu,2001,14500000,108,7,3126
Metro,1997,55000000,117,5,3330
Metropolitan,1990,430000,98,7,1343
Michael Collins,1996,25000000,133,6,4778
Mickey,1918,125000,93,7,18
Mickey Blue Eyes,1999,40000000,102,5,6850
Midnight Cowboy,1969,3600000,113,7,12473
Midnight Days,2001,10000,60,2,14
Midnight Express,1978,2300000,121,7,7108
Midnight in the Garden of Good and Evil,1997,30000000,155,6,8073
Midnight Run,1988,30000000,126,7,8720
Mighty Aphrodite,1995,15000000,95,7,6831
Mighty Joe Young,1998,49000000,114,5,2720
Mildred Pierce,1945,1500000,111,7,2183
Mimic,1997,25000000,105,5,5779
Minnie and Moskowitz,1971,900000,114,6,274
Minority Report,2002,102000000,145,7,48173
Miracle Mile,1988,3000000,87,6,1029
Misdemeanor,2002,16000,13,8,17
Misery,1990,20000000,107,7,12370
Miss Congeniality,2000,45000000,109,6,15093
Miss Pacific Fleet,1935,202798,66,5,9
Miss Supreme Queen,1999,50000,24,5,9
Missile to the Moon,1958,65000,78,3,54
Mission to Mars,2000,90000000,113,4,14404
Mission to Moscow,1943,1516000,123,6,81
Mississippi Burning,1988,15000000,128,7,7633
Mix,2004,1000000,97,5,88
Moby Dick,1956,4500000,115,7,1776
Modern Times,1936,1500000,87,8,9763
Modern Vampires,1998,2000000,91,4,673
Modesty Blaise,1966,3000000,119,4,423
Modigliani,2004,12000000,128,5,69
Molly,1999,21000000,102,5,558
Mommie Dearest,1981,5000000,129,6,1595
Mommy,1995,700000,89,5,60
Mona Lisa Smile,2003,65000000,117,6,6142
Mondo Topless,1966,12000,60,4,104
Mondo Trasho,1969,2100,95,5,154
Money Talks,1997,25000000,97,5,2545
Money Train,1995,68000000,103,5,4771
Monkey Shines,1988,7000000,113,5,771
Monkeybone,2001,75000000,92,4,2929
Monsieur Verdoux,1947,2000000,124,7,1150
Monster,2003,8000000,109,7,10853
Monster from the Ocean Floor,1954,12000,64,2,45
Monsteret,2002,130000,22,8,5
Montana,1998,4000000,96,5,404
Monte Carlo,1930,726465,90,6,80
Monty Python and the Holy Grail,1975,250000,91,8,58087
Moon Over Harlem,1939,8000,70,4,19
Moon Zero Two,1969,2000000,100,3,115
Moonraker,1979,34000000,126,5,8834
Moonrise,1948,849452,90,6,66
Moonshine Mountain,1964,45000,90,1,19
More American Graffiti,1979,3000000,110,4,600
Mortal Kombat,1995,20000000,101,5,8277
Motel Hell,1980,3000000,102,5,742
Mother Machree,1928,750000,75,5,18
Mother Night,1996,5500000,114,7,1182
Motor Psycho,1965,38000,74,5,144
Moulin Rouge,1952,1500000,119,7,592
Mouse Hunt,1997,38000000,99,5,4396
Moving,2002,9000,94,7,7
Much Ado About Nothing,1993,8000000,111,7,12019
Muertos de risa,1999,3500000,113,6,308
Mujeres al borde de un ataque de nervios,1988,700000,90,7,3718
Mulan,1998,70000000,88,7,10497
Mullet,2001,1000000,89,5,155
Multiple Maniacs,1970,5000,90,6,225
Multiplicity,1996,45000000,117,5,4975
Mumford,1999,28000000,112,6,3268
Muppets From Space,1999,24000000,87,6,2620
Murbah Swamp Beer,2002,3000,7,6,13
Murder by Numbers,2002,50000000,120,6,7789
Murders in the Rue Morgue,1932,190000,61,6,178
Murders in the Rue Morgue,1971,700000,87,4,126
Musa,2001,60000000,158,7,1488
Music of the Heart,1999,27000000,124,6,2247
Mutant Aliens,2001,200000,81,6,207
Mutant Species,1995,1750000,100,2,41
Mutiny on the Bounty,1935,1950000,132,7,2367
Mutiny on the Bounty,1962,19000000,178,6,1296
My Beautiful Laundrette,1985,400000,97,6,2051
My Best Girl,1927,483103,80,7,135
My Big Fat Greek Wedding,2002,5000000,95,7,20575
My Cousin Vinny,1992,11000000,120,7,10362
My Dog Skip,2000,7000000,95,7,2955
My Fair Lady,1964,17000000,170,7,12152
My Favorite Martian,1999,60000000,93,4,1827
My Fellow Americans,1996,21500000,101,6,2615
My Girl,1991,16500000,102,6,5213
My Own Private Idaho,1991,2500000,102,6,5218
My Samurai,1992,700000,87,3,18
My Stepmother Is an Alien,1988,16000000,105,4,3894
Myra Breckinridge,1970,5000000,94,3,394
Mystery Men,1999,68000000,121,5,12525
Mystery Train,1989,2800000,113,7,2341
Mystic Pizza,1988,6000000,104,6,3571
Mystic River,2003,30000000,137,8,25337
Naked,1999,3000,40,5,18
Naked Paradise,1957,90000,68,1,5
Naken,2000,25000,94,4,393
Nanook of the North,1922,53000,79,7,782
Napoleon Dynamite,2004,400000,82,7,12019
Naqoyqatsi,2002,3000000,89,6,502
Narc,2002,7500000,105,7,6640
Nasty Burgers,1993,50000,70,6,17
National Treasure,2004,100000000,131,6,8168
Native Son,1986,2000000,111,5,115
Nattens engel,1998,700000,98,4,197
Natural Born Killers,1994,50000000,118,6,24168
Naturally Native,1998,700000,107,8,24
Navy Blues,1941,1200000,108,7,25
Near Dark,1987,5000000,95,6,3078
Necromania,1971,7000,54,3,57
Necronomicon,1994,4000000,96,4,528
Neighbors,1981,8500000,94,4,1349
Neon Maniacs,1986,1500000,91,3,129
Netto Perde Sua Alma,2001,1300000,102,6,29
Network,1976,3800000,121,8,9149
Never Among Friends,2002,7000,78,6,71
Never Let Me Go,1953,1500000,69,5,68
Never Say Never Again,1983,36000000,134,6,7137
New Jack City,1991,8500000,97,6,3162
New Jersey Drive,1995,5000000,98,5,325
New York Stories,1989,15000000,119,6,2545
News for the Church,2004,50000,18,8,13
Newsies,1992,15000000,121,5,2834
Next Friday,2000,9500000,98,5,3253
Next Stop Wonderland,1998,1000000,104,6,1380
Niagara,1953,1250000,92,6,1355
Nickelodeon,1976,9000000,121,5,274
Night Fright,1967,18000,75,1,17
Night of a Thousand Screams,2001,175000,100,9,15
Night of Dark Shadows,1971,900000,95,4,134
Night of the Blood Beast,1958,68000,62,2,114
Night of the Demons,1988,1200000,90,4,575
Night of the Living Dead,1968,114000,96,7,10805
Night of the Living Dead,1990,4200000,88,6,2378
Night Shadows,1984,2500000,99,3,119
Night Train to Mundo Fine,1966,30000,89,2,1027
Nightmare Sisters,1987,40000,83,3,52
Nikmato Shel Itzik Finkelstein,1993,500000,83,7,7
Nil by Mouth,1997,9000000,128,6,1103
Ninja Bachelor Party,1991,5000,30,7,46
Ninotchka,1939,1365000,110,7,2250
Nisuim Fiktiveem,1988,25000,90,7,6
Nixon,1995,50000000,192,6,5536
No Blade of Grass,1970,1500000,96,6,79
No Looking Back,1998,5000000,96,5,592
Nobody,1998,13000,16,5,16
Noro,2002,500000,85,5,11
North,1994,40000000,87,4,2380
North by Northwest,1959,4000000,136,8,34014
North to Alaska,1960,3500000,122,6,722
Northfork,2003,1900000,103,6,1384
Not Another Teen Movie,2001,16000000,89,5,9298
Not as a Stranger,1955,2000000,135,6,216
Not of This Earth,1957,100000,67,5,94
Nothing But a Man,1964,230000,95,7,124
Nothing But Trouble,1991,40000000,94,3,3699
Nothing Lasts Forever,1984,3000000,82,6,86
Nothing Sacred,1937,1831927,75,7,486
Nothing to Lose,1996,200000,108,4,130
Notorious,1946,2000000,101,8,10170
Notting Hill,1999,42000000,124,7,25763
November,2004,1500000,73,2,142
Novocaine,2001,6000000,95,5,2676
Nueve reinas,2000,1500000,114,7,3427
Nurse Betty,2000,24000000,110,6,9983
Nutbag,2000,40000,80,3,13
O,2001,5000000,95,6,4282
O da beni seviyor,2001,1500000,106,6,21
Oblivion,1994,2500000,94,4,178
Obsession,1976,1400000,98,6,875
Ocean Tribe,1997,380000,106,5,54
Octane,2003,11500000,91,4,287
Octopussy,1983,27500000,131,6,7880
Odinokij igrok,1995,400000,90,6,5
Office Space,1999,10000000,89,7,23998
Ogniem i mieczem,1999,8000000,175,6,351
Oh My God,2004,3500,10,8,9
Old School,2003,24000000,91,6,12952
Oliver Twist,1922,175000,74,6,59
On Again Off Again,1937,214000,68,6,7
On the Border,1998,3000000,103,4,152
On the Line,2001,10000000,85,4,962
On the Run,1999,750000,94,6,123
On the Town,1949,2111250,98,7,1757
On the Waterfront,1954,910000,108,8,12072
On Their Knees,2001,250000,85,5,24
Once Bitten,1985,3200000,94,4,1462
Once Upon a Time in America,1984,30000000,229,8,17855
One,1998,180000,102,6,49
One Angry Dwarf,2001,3500,28,8,16
One Blood Planet,2001,200000,80,8,7
One Dark Night,1983,978000,94,3,112
One Eight Seven,1997,23000000,119,6,2767
One Exciting Night,1922,267000,128,4,8
One from the Heart,1982,26000000,107,5,718
One Hell of a Christmas,2002,400000,94,3,61
One Hour Photo,2002,12000000,96,7,15993
One Hundred and One Dalmatians,1961,4000000,79,7,5609
One Hundred Men and a Girl,1937,762000,85,6,95
One Night Stand,1997,24000000,102,5,1646
One Rainy Afternoon,1936,511383,94,5,10
One True Thing,1998,30000000,127,7,2435
Onegin,1999,14000000,106,6,1262
Ono,2004,92000,101,7,7
Open Range,2003,26000000,139,7,7968
Opera,1987,8000000,107,6,1056
Orange County,2002,18000000,82,6,7938
Ordinary People,1980,6000000,124,7,6451
Orgazmo,1997,1000000,94,5,4663
Original Gangstas,1996,4800000,99,5,194
Original Sin,2001,26000000,116,5,4246
Orlando,1992,5000000,93,6,1834
Osama,2003,46000,83,7,1303
Osmosis Jones,2001,75000000,95,6,3195
Othello,1995,11000000,123,6,1760
Our Daily Bread,1934,125000,80,7,116
Out Cold,2001,11000000,89,5,1814
Out of Africa,1985,31000000,150,6,6404
Out of Sight,1998,48000000,123,7,18076
Out of the Dark,1989,1600000,89,4,51
Outbreak,1995,50000000,127,6,13089
Outcasts,2002,20000,88,9,5
Outland,1981,16000000,109,6,3373
Outside Providence,1999,7000000,96,6,2617
Owning Mahowny,2003,10000000,104,6,1802
Oz,1976,150000,103,2,22
Ozone,1993,3500,83,2,57
Pagan Love Song,1950,1906265,76,5,31
Paint Your Wagon,1969,20000000,166,6,1903
Pale Rider,1985,6900000,115,6,4157
Panama Hattie,1942,1097907,79,6,45
Pandaemonium,2000,15000000,124,5,235
Pandora and the Flying Dutchman,1951,1500000,122,6,222
Panic,2000,1000000,88,6,2420
Panic Room,2002,48000000,112,7,22643
Papa,2004,3500000,94,7,58
Papillon,1973,12000000,150,7,8971
Parachute Jumper,1933,206000,65,6,110
Paradjanov,1998,121000,60,2,6
Parasite,1982,800000,85,3,218
Parents,1989,3000000,81,5,592
Paris Is Burning,1990,500000,71,7,317
Parnell,1937,1547000,118,4,47
Party Monster,2003,5000000,98,5,1725
Pat Garrett and Billy the Kid,1973,4638783,122,6,1339
Patch Adams,1998,50000000,115,6,11474
Paths of Glory,1957,935000,87,8,13605
Patriot Games,1992,45000000,117,6,12154
Patton,1970,12000000,170,8,13629
Pavilion of Women,2001,5000000,116,5,187
Pay It Forward,2000,40000000,123,6,12705
Payback,1999,50000000,100,6,17258
Paycheck,2003,60000000,119,6,9367
Payday,1972,76000,103,6,49
PCU,1994,9000000,79,5,2814
Peaches,2000,1400000,84,5,34
Pearl Harbor,2001,135250000,183,5,31493
Pecker,1998,6000000,87,6,3836
Peggy Sue Got Married,1986,18000000,104,6,5543
Penelope,1966,4000000,97,5,134
Pennies from Heaven,1981,22000000,108,6,1046
Pep Squad,1998,500000,94,4,103
Per un pugno di dollari,1964,200000,99,7,8055
Perfect Target,1997,3500000,89,4,51
Permanent Record,1988,8000000,91,6,339
Personal Property,1937,299000,84,5,78
Pet Sematary,1989,11500000,103,5,5388
Pet Sematary II,1992,8000000,96,3,1865
Peter Pan,1953,4000000,76,7,4588
Peter Pan,2003,100000000,113,7,5039
Phantasm,1979,300000,88,6,2272
Phantasm II,1988,3000000,97,5,939
Phantom of the Opera,1943,1500000,92,6,575
Phantom of the Paradise,1974,1300000,92,6,1852
Phenomena,1985,3800000,116,6,1489
Phenomenon,1996,32000000,123,6,11481
Philadelphia,1993,26000000,125,7,16778
Phobia,1980,5100000,94,2,49
Phone Booth,2002,10000000,81,7,19370
Pi,1998,60000,84,7,18150
Picture Perfect,1997,19000000,105,5,2882
Pieces of April,2003,300000,80,7,3976
Pierrot le fou,1965,300000,110,7,1392
Pink Flamingos,1972,12000,93,6,1916
Pink Narcissus,1971,27000,71,4,107
Pinocchio,1940,2600000,88,7,6272
Piranha,1978,660000,94,5,1437
Pit and the Pendulum,1961,200000,80,6,999
Pitch Black,2000,23000000,110,6,17179
Plane Crazy,1928,3528,6,7,54
Planet of the Apes,1968,5800000,112,7,19691
Planet of the Apes,2001,100000000,119,5,27147
Plankton,1994,250000,86,4,41
Platoon,1986,6000000,120,8,33199
Play It to the Bone,1999,24000000,124,5,2516
Playing by Heart,1998,14000000,121,7,4679
Playing the Part,1995,12000,38,7,9
Pleasantville,1998,40000000,124,7,21610
Plug,1998,12000,11,6,28
Pocahontas,1995,55000000,81,5,6022
Pocketful of Miracles,1961,2900000,136,7,715
Poetic Justice,1993,14000000,109,5,1135
Point Blank,1967,3000000,92,7,1561
Point Break,1991,24000000,122,6,10522
Poison,1991,250000,85,6,426
Polish Vampire in Burbank,1985,3000,84,2,77
Pollock,2000,6000000,122,7,3769
Pollyanna,1920,300000,58,7,43
Poltergeist,1982,10700000,114,7,10952
Poltergeist III,1988,9500000,98,3,1958
Polyester,1981,300000,86,6,1058
Polymorph,1996,10000,86,5,19
Poolhall Junkies,2002,4000000,94,6,1240
Pootie Tang,2001,3000000,70,4,1733
Popeye,1980,20000000,114,4,4605
Porgy and Bess,1959,7000000,138,7,260
Portrait of Jennie,1948,4041000,86,7,892
Possums,1998,1400000,97,5,59
Practical Magic,1998,60000000,103,5,7338
Prairie Rustlers,1945,23300,56,5,5
Predator,1987,18000000,107,7,23535
Prefontaine,1997,8000000,106,6,870
Pretty Poison,1968,1800000,89,7,248
Pretty Woman,1990,14000000,119,6,22078
Price of Glory,2000,10000000,118,6,257
Primal Fear,1996,30000000,129,7,11744
Primary Colors,1998,65000000,143,6,7385
Prime Suspects,1997,550000,93,2,9
Prince of Darkness,1987,3000000,102,6,2632
Prison,1988,4000000,102,5,297
Private Lessons,1981,2800000,87,4,289
Private Parts,1997,20000000,109,6,8947
Professor Beware,1938,820000,95,7,22
Proof of Life,2000,65000000,135,6,9053
Prophecy,1979,12000000,102,4,412
Psycho,1960,806947,109,8,51452
Psycho,1998,20000000,105,5,6863
Psycho Beach Party,2000,1500000,95,5,1321
Psycho II,1983,5000000,113,5,2106
Psychomania,1964,42000,90,3,11
Puddle Cruiser,1996,160000,102,6,129
Pulp Fiction,1994,8000000,154,8,124655
Puppet Master II,1991,780000,88,4,380
Puppies for Sale,1998,3500,9,7,40
Pushing Tin,1999,33000000,124,5,7187
Putney Swope,1969,200000,84,6,356
Pygmalion,1938,350000,96,7,838
Queen Christina,1933,1114000,97,7,685
Queen of the Damned,2002,35000000,101,4,6531
Quest for Camelot,1998,40000000,86,5,908
Quigley Down Under,1990,20000000,119,6,2176
Quo Vadis,1951,7000000,171,6,1209
Radio,2003,35000000,109,6,3228
Radio City Revels,1938,810000,90,6,12
Radio Days,1987,16000000,85,7,3776
Radio Flyer,1992,35000000,114,6,2314
Raging Bull,1980,18000000,129,8,24663
Raiders of the Lost Ark,1981,20000000,115,8,90052
Rain Man,1988,25000000,133,7,40220
Raintree County,1957,5000000,182,6,402
Raise the Titanic,1980,36000000,115,4,568
Raising Arizona,1987,6000000,94,7,19091
Raising Cain,1992,11000000,91,5,1798
Raising the Stakes,1999,100000,88,4,23
Raising Victor Vargas,2002,800000,88,6,1674
Rambo III,1988,65000000,101,4,7160
Ran,1985,11500000,160,8,11273
Rancid Aluminium,2000,12000000,98,3,336
Random Hearts,1999,64000000,133,4,5691
Ransom,1996,80000000,121,6,16914
Rapa Nui,1994,20000000,107,5,712
Rare Birds,2001,5000000,99,6,451
Rat Race,2001,48000000,112,6,12952
Ravenous,1999,12000000,100,6,5550
Real Women Have Curves,2002,3000000,90,7,1812
Reality of Life,2002,12000,115,1,13
Reap the Wild Wind,1942,4000000,123,6,325
Rear Window,1954,2000000,112,8,38863
Rebecca,1940,1288000,130,8,10824
Rebel Love,1986,167300,80,7,5
Rebel Without a Cause,1955,1500000,111,7,10576
Red Cockroaches,2004,2000,82,8,22
Red Dragon,1945,75000,64,4,24
Red Dragon,2002,90000000,124,7,19618
Red Dust,1932,408000,83,7,427
Red Planet,2000,75000000,106,5,8164
Red Ribbon Blues,1996,3000000,97,4,37
Red River Valley,1936,75000,60,7,16
Red Rock West,1992,8000000,98,7,3715
Red Scorpion,1989,16000000,105,3,648
Red Sonja,1985,17900000,89,4,3694
Reds,1981,35000000,194,7,2245
Reflections in a Golden Eye,1967,4500000,108,6,547
Reign of Fire,2002,95000000,101,5,10765
Reindeer Games,2000,36000000,104,5,6764
Remember the Titans,2000,30000000,113,7,13268
Renaissance Man,1994,40000000,128,5,3004
Rent Control,1984,100000,95,5,9
Repo Man,1984,1500000,92,6,4760
Requiem for a Dream,2000,4500000,102,8,43850
Reservoir Dogs,1992,1200000,99,8,64823
Resident Evil,2002,35000000,100,6,17508
Resolution,2001,70000,86,3,14
Restoration,1995,18000000,117,6,1803
Resurrection Man,1998,4000000,102,4,193
Return of the Fly,1959,225000,80,5,357
Return of the Living Dead Part II,1988,6200000,89,4,1166
Return to Innocence,2001,100000,98,7,471
Return to Me,2000,24000000,115,6,4861
Return to Never Land,2002,20000000,72,5,933
Return to Oz,1985,27000000,113,6,2065
Return with Honor,1998,1000000,101,8,89
Reveille with Beverly,1943,40000,78,5,14
Revelation,1999,5000000,98,4,191
Revenge of the Nerds,1984,8000000,90,6,5716
Revenge of the Unhappy Campers,2002,175000,98,8,26
Revolution,1985,28000000,126,4,885
Rhapsody in Bloom,1998,2200000,92,6,101
Rhythm Thief,1994,30000,88,6,67
Rich Kids,1979,2500000,101,5,82
Richard III,1912,30000,55,7,20
Ride Beyond Vengeance,1966,650000,101,5,56
Ride in the Whirlwind,1965,70000,82,5,158
Ride the High Country,1962,813000,94,7,1275
Riders,2002,15000000,83,5,839
Riders of Death Valley,1941,1000000,283,6,7
Riders of Destiny,1933,15000,53,5,93
Riding in Cars with Boys,2001,48000000,132,6,4373
Ringu,1998,1200000,96,7,7310
Rio Grande,1950,1214899,105,7,1604
Rio Lobo,1970,4000000,114,6,913
Riptide,1934,500000,92,6,54
Risky Business,1983,6200000,98,6,8160
Road to Perdition,2002,80000000,117,7,28608
Road Trip,2000,15600000,93,6,14920
Roar,1981,17000000,102,5,68
Rob Roy,1995,28000000,139,6,6318
Roberta,1935,610000,106,6,238
Robin and Marian,1976,5000000,106,6,1609
Robin Hood,1922,1000000,127,7,136
Robin Hood,1973,15000000,83,7,3091
RoboCop,1987,13000000,102,7,15148
Robot Jox,1990,10000000,85,3,541
Robot Monster,1953,16000,66,2,705
Rock and Roll Fantasy,1992,50000,90,4,36
Rock Around the Clock,1956,300000,77,5,118
Rock Star,2001,38000000,105,5,4780
Rockula,1990,1500000,87,4,85
Rocky,1976,1100000,119,7,21254
Rocky IV,1985,31000000,91,5,10591
Rogue Trader,1999,12800000,101,6,1305
Roman Holiday,1953,1500000,118,8,9003
Roman Scandals,1933,1000000,85,6,78
Romance,1930,496000,76,5,50
Romeo Must Die,2000,25000000,115,5,9687
Ronin,1998,55000000,121,7,20794
Roommates,1995,22000000,108,6,430
Rope,1948,1500000,80,7,7422
Rosalie,1937,2000000,123,5,63
Rosewood,1997,31000000,140,6,1767
Rounders,1998,12000000,121,7,12630
Roy,2000,500000,11,6,12
Royal Wedding,1951,1590920,93,6,500
Ruby in Paradise,1993,800000,114,7,796
Rules of Engagement,2000,60000000,128,6,7455
Rumble Fish,1983,10000000,94,6,3182
Runaway Bride,1999,70000000,116,5,11971
Runaway Jury,2003,60000000,127,7,9656
Running Brave,1983,8000000,106,5,149
Running Out,2001,50000,97,7,73
Running Time,1997,120000,70,6,287
Rush Hour,1998,35000000,97,6,17350
Rushmore,1998,10000000,93,7,20890
Saadia,1953,1250000,82,4,8
Sabrina,1954,2238813,113,7,5597
Sabrina,1995,58000000,127,6,7218
Sacred Is the Flesh,2001,300000,94,9,5
Safe Men,1998,1000000,88,6,567
Sahara,1983,25000000,111,3,141
Sally and Angela,2001,5000,12,6,13
Salvador,1986,4500000,123,7,2411
San Francisco,1936,1300000,115,7,644
Sands of Iwo Jima,1949,1000000,100,7,1155
Santa Claus,1985,50000000,107,4,925
Santa Claus Conquers the Martians,1964,200000,81,2,1814
Santa sangre,1989,787000,123,7,1088
Sara,1997,835000,110,6,165
Saturn,1999,350000,94,5,38
Satyricon,1969,3000000,138,6,1726
Save the Last Dance,2001,13000000,112,6,7143
Saving Private Ryan,1998,70000000,170,8,95227
Saving Silverman,2001,22000000,90,5,6200
Savior,1998,10000000,103,7,1669
Saw,2004,1200000,102,7,8408
Scanner Cop II,1995,4000000,95,3,81
Scaramouche,1923,858723,101,7,51
Scaramouche,1952,3500000,115,7,741
Scarface,1983,25000000,170,7,25227
Scarlett Mecca and the Pentagram Girl,2000,20000,20,6,8
Scary Movie,2000,19000000,88,5,22047
Schizopolis,1996,250000,96,7,853
School Daze,1988,6500000,121,5,895
Scorpio Rising,1964,16000,30,6,262
Scream,1996,15000000,111,7,41882
Screamers,1995,11000000,108,5,2592
Screen Test,1985,1000000,84,3,35
Screwed,2000,10000000,81,4,1492
Seabiscuit,2003,86000000,141,7,10589
Search and Destroy,1995,4000000,90,4,391
Secondhand Lions,2003,30000000,111,7,4986
Secret Window,2004,40000000,96,6,11260
Secrets,1933,531641,90,6,14
See Spot Run,2001,16000000,94,5,1113
Selena,1997,20000000,127,6,2707
Sense and Sensibility,1995,16500000,136,7,13341
September,1987,10000000,82,6,855
Serendipity,2001,28000000,90,6,9900
Serial Mom,1994,13000000,95,6,4480
Set It Off,1996,9000000,123,6,1523
Seven Days in May,1964,2200000,118,7,1871
Seven Sinners,1940,760000,87,6,159
Seven Years in Tibet,1997,70000000,139,6,8831
Shadow Conspiracy,1997,45000000,103,4,1019
Shadow of the Vampire,2000,8000000,92,6,7919
Shadows and Fog,1992,14000000,85,6,2186
Shadows Over Chinatown,1946,75000,64,6,20
Shaft,1971,1125000,100,6,2798
Shaft,2000,46000000,99,6,13105
Shakes the Clown,1992,1400000,87,5,805
Shakespeare in Love,1998,25000000,122,7,40409
Shalako,1968,1455000,113,5,266
Shall We Dance,1937,991000,109,7,569
Shall We Dance,2004,40000000,106,5,1911
Shallow Grave,1994,2500000,93,7,8954
Shallow Hal,2001,40000000,113,6,12208
Shampoo Horns,1996,2500000,89,4,20
Shanghai Knights,2003,50000000,114,6,6753
Shanghai Noon,2000,55000000,110,6,11613
Shanghai Surprise,1986,17000000,97,2,805
Shark Tale,2004,75000000,90,5,4925
Shattered Glass,2003,6000000,95,7,3587
She Demons,1958,65000,77,2,45
She Done Him Wrong,1933,200000,66,6,459
She Freak,1967,65000,83,3,70
She Gods of Shark Reef,1958,50000,63,2,42
She Had to Say Yes,1933,111000,65,5,38
She Wore a Yellow Ribbon,1949,1600000,103,7,2078
Sheena,1984,25000000,117,3,583
Shelter Island,2003,5000000,82,4,149
Shichinin no samurai,1954,500000,160,8,29687
Shine,1996,5500000,105,7,12065
Shock Treatment,1981,3500000,94,4,547
Shock Waves,1977,200000,90,5,390
Shooting Fish,1997,3000000,109,6,2598
Shopping for Fangs,1997,100000,90,7,36
Show Boat,1951,2295429,107,7,608
Showboy,2002,300000,93,4,62
Showgirls,1995,45000000,128,3,10941
Showtime,2002,85000000,95,5,7092
Shrek,2001,60000000,90,8,60989
Shutter,2001,15000,24,3,12
Sibirskij tsiryulnik,1998,35000000,180,6,1148
Sid and Nancy,1986,4000000,112,7,2887
Sidewalks of New York,2001,1000000,108,6,1876
Sideways,2004,12000000,123,8,6364
Signs,2002,72000000,106,7,37600
Silent Cry,2002,4500000,85,3,29
Silent Movie,1976,4400000,87,6,2179
Silk Stockings,1957,1853463,117,6,430
Silmido,2003,8000000,135,7,313
Silver Bullet,1985,7000000,95,5,1860
Silverado,1985,26000000,127,7,5751
Simon Birch,1998,20000000,113,6,4356
Simply Irresistible,1999,6000000,94,4,2895
Since You Went Away,1944,2400000,172,7,510
Sinful Davey,1969,3000000,95,5,69
Single and Dealing with It,2003,175000,86,4,26
Sinnui yauman,1987,5600000,98,7,1507
